date,Open,High,Low,Close,Adj. Close,Volume
2020-12-28 09:43:00,124.8551,125.0,124.8201,124.9715,124.9715,7643.0
2020-12-28 09:44:00,124.975,125.17,124.975,125.17,125.17,7010.0
2020-12-28 09:45:00,125.1358,125.24,125.1358,125.1899,125.1899,10104.0
2020-12-28 09:46:00,125.13,125.33,125.13,125.32,125.32,11237.0
2020-12-28 09:47:00,125.26,125.29,125.15,125.19,125.19,8936.0
2020-12-28 09:48:00,125.19,125.235,125.05,125.13,125.13,7780.0
2020-12-28 09:49:00,125.2,125.32,125.11,125.14,125.14,5093.0
2020-12-28 09:50:00,125.2,125.39,125.2,125.38,125.38,7901.0
2020-12-28 09:51:00,125.38,125.39,125.2,125.22,125.22,6187.0
2020-12-28 09:52:00,125.225,125.26,125.0662,125.26,125.26,4802.0
2020-12-28 09:53:00,125.2699,125.32,125.245,125.3,125.3,3944.0
2020-12-28 09:54:00,125.3,125.41,125.3,125.41,125.41,9274.0
2020-12-28 09:55:00,125.4,125.45,125.33,125.4244,125.4244,7926.0
2020-12-28 09:56:00,125.45,125.49,125.32,125.45,125.45,19190.0
2020-12-28 09:57:00,125.44,125.59,125.435,125.57,125.57,21134.0
2020-12-28 09:58:00,125.56,125.57,125.47,125.4705,125.4705,6987.0
2020-12-28 09:59:00,125.505,125.61,125.48,125.51,125.51,11509.0
2020-12-28 10:00:00,125.495,125.59,125.49,125.54,125.54,6929.0
2020-12-28 10:01:00,125.56,125.59,125.49,125.505,125.505,5167.0
2020-12-28 10:02:00,125.49,125.59,125.47,125.54,125.54,16547.0
2020-12-28 10:03:00,125.54,125.59,125.4737,125.59,125.59,9832.0
2020-12-28 10:04:00,125.575,125.575,125.475,125.49,125.49,6372.0
2020-12-28 10:05:00,125.52,125.57,125.47,125.52,125.52,10216.0
2020-12-28 10:06:00,125.53,125.64,125.53,125.62,125.62,13891.0
2020-12-28 10:07:00,125.63,125.75,125.62,125.709,125.709,15835.0
2020-12-28 10:08:00,125.72,125.72,125.61,125.68,125.68,3901.0
2020-12-28 10:09:00,125.69,125.75,125.655,125.655,125.655,7190.0
2020-12-28 10:10:00,125.69,125.76,125.6586,125.72,125.72,7107.0
2020-12-28 10:11:00,125.73,125.75,125.64,125.69,125.69,10201.0
2020-12-28 10:12:00,125.6577,125.6699,125.54,125.54,125.54,8078.0
2020-12-28 10:13:00,125.5257,125.82,125.5257,125.82,125.82,22499.0
2020-12-28 10:14:00,125.7944,125.99,125.7944,125.92,125.92,19342.0
2020-12-28 10:15:00,125.91,126.04,125.86,125.975,125.975,25949.0
2020-12-28 10:16:00,125.9701,126.0,125.9031,126.0,126.0,7353.0
2020-12-28 10:17:00,125.99,126.285,125.97,126.23,126.23,17034.0
2020-12-28 10:18:00,126.2509,126.4307,126.23,126.37,126.37,23011.0
2020-12-28 10:19:00,126.36,126.48,126.35,126.44,126.44,20573.0
2020-12-28 10:20:00,126.45,126.49,126.3901,126.48,126.48,17297.0
2020-12-28 10:21:00,126.44,126.5391,126.41,126.435,126.435,13992.0
2020-12-28 10:22:00,126.46,126.46,126.29,126.32,126.32,9324.0
2020-12-28 10:23:00,126.32,126.47,126.32,126.41,126.41,9380.0
2020-12-28 10:24:00,126.42,126.44,126.39,126.44,126.44,3838.0
2020-12-28 10:25:00,126.46,126.53,126.43,126.5,126.5,8016.0
2020-12-28 10:26:00,126.47,126.503,126.4,126.4332,126.4332,3043.0
2020-12-28 10:27:00,126.44,126.54,126.43,126.47,126.47,12202.0
2020-12-28 10:28:00,126.48,126.6,126.48,126.52,126.52,5488.0
2020-12-28 10:29:00,126.52,126.59,126.52,126.5212,126.5212,7170.0
2020-12-28 10:30:00,126.53,126.6,126.53,126.5652,126.5652,4774.0
2020-12-28 10:31:00,126.58,126.588,126.44,126.4518,126.4518,6404.0
2020-12-28 10:32:00,126.46,126.53,126.3802,126.3936,126.3936,9547.0
2020-12-28 10:33:00,126.42,126.46,126.37,126.4187,126.4187,10842.0
2020-12-28 10:34:00,126.41,126.43,126.3322,126.3322,126.3322,5831.0
2020-12-28 10:35:00,126.311,126.34,126.2894,126.3,126.3,7772.0
2020-12-28 10:36:00,126.29,126.29,126.1453,126.1453,126.1453,6503.0
2020-12-28 10:37:00,126.18,126.21,126.125,126.16,126.16,8273.0
2020-12-28 10:38:00,126.1401,126.1799,126.04,126.04,126.04,4051.0
2020-12-28 10:39:00,126.08,126.08,125.97,125.985,125.985,8121.0
2020-12-28 10:40:00,125.97,126.06,125.97,126.05,126.05,9248.0
2020-12-28 10:41:00,126.0621,126.1,126.01,126.01,126.01,5537.0
2020-12-28 10:42:00,126.01,126.02,125.8477,125.8477,125.8477,4387.0
2020-12-28 10:43:00,125.8414,125.855,125.81,125.855,125.855,5559.0
2020-12-28 10:44:00,125.87,125.93,125.87,125.93,125.93,7204.0
2020-12-28 10:45:00,125.925,125.95,125.8458,125.92,125.92,6029.0
2020-12-28 10:46:00,125.905,125.91,125.8756,125.8756,125.8756,1728.0
2020-12-28 10:47:00,125.88,125.9,125.84,125.86,125.86,5771.0
2020-12-28 10:48:00,125.85,125.9444,125.835,125.935,125.935,7097.0
2020-12-28 10:49:00,125.94,125.94,125.87,125.87,125.87,4218.0
2020-12-28 10:50:00,125.84,125.89,125.84,125.89,125.89,3188.0
2020-12-28 10:51:00,125.89,125.89,125.81,125.8897,125.8897,6117.0
2020-12-28 10:52:00,125.8901,125.95,125.857,125.875,125.875,6621.0
2020-12-28 10:53:00,125.8854,125.8854,125.84,125.885,125.885,5075.0
2020-12-28 10:54:00,125.897,125.945,125.85,125.87,125.87,6043.0
2020-12-28 10:55:00,125.8654,125.8975,125.835,125.8603,125.8603,5288.0
2020-12-28 10:56:00,125.9,125.9,125.81,125.84,125.84,8816.0
2020-12-28 10:57:00,125.825,125.85,125.81,125.85,125.85,5483.0
2020-12-28 10:58:00,125.83,125.85,125.82,125.835,125.835,5382.0
2020-12-28 10:59:00,125.8311,125.8311,125.8,125.8222,125.8222,4294.0
2020-12-28 11:00:00,125.825,125.825,125.682,125.745,125.745,7498.0
2020-12-28 11:01:00,125.757,125.757,125.69,125.735,125.735,3493.0
2020-12-28 11:02:00,125.7334,125.7334,125.64,125.6508,125.6508,4599.0
2020-12-28 11:03:00,125.66,125.66,125.52,125.55,125.55,10702.0
2020-12-28 11:04:00,125.57,125.6012,125.53,125.5451,125.5451,4727.0
2020-12-28 11:05:00,125.5122,125.545,125.51,125.51,125.51,5875.0
2020-12-28 11:06:00,125.494,125.52,125.47,125.47,125.47,10659.0
2020-12-28 11:07:00,125.42,125.45,125.415,125.43,125.43,6836.0
2020-12-28 11:08:00,125.41,125.44,125.35,125.35,125.35,6622.0
2020-12-28 11:09:00,125.3433,125.44,125.3433,125.43,125.43,7134.0
2020-12-28 11:10:00,125.42,125.44,125.38,125.41,125.41,4573.0
2020-12-28 11:11:00,125.3997,125.4,125.31,125.335,125.335,5240.0
2020-12-28 11:12:00,125.335,125.36,125.314,125.36,125.36,5478.0
2020-12-28 11:13:00,125.39,125.4,125.341,125.3616,125.3616,4995.0
2020-12-28 11:14:00,125.36,125.36,125.31,125.315,125.315,2147.0
2020-12-28 11:15:00,125.33,125.33,125.2827,125.295,125.295,3505.0
2020-12-28 11:16:00,125.3,125.37,125.29,125.34,125.34,8413.0
2020-12-28 11:17:00,125.3103,125.33,125.24,125.29,125.29,5623.0
2020-12-28 11:18:00,125.295,125.3,125.23,125.25,125.25,6230.0
2020-12-28 11:19:00,125.203,125.27,125.2,125.25,125.25,6087.0
2020-12-28 11:20:00,125.25,125.26,125.21,125.21,125.21,3001.0
2020-12-28 11:21:00,125.23,125.23,125.17,125.183,125.183,3752.0
2020-12-28 11:22:00,125.18,125.23,125.14,125.23,125.23,9109.0
2020-12-28 11:23:00,125.23,125.2346,125.195,125.195,125.195,4251.0
2020-12-28 11:24:00,125.21,125.275,125.183,125.27,125.27,4902.0
2020-12-28 11:25:00,125.29,125.35,125.243,125.303,125.303,7005.0
2020-12-28 11:26:00,125.32,125.335,125.262,125.31,125.31,5920.0
2020-12-28 11:27:00,125.325,125.35,125.295,125.3047,125.3047,4307.0
2020-12-28 11:28:00,125.28,125.3,125.245,125.27,125.27,8658.0
2020-12-28 11:29:00,125.273,125.32,125.273,125.3,125.3,5599.0
2020-12-28 11:30:00,125.32,125.3506,125.3,125.3506,125.3506,4872.0
2020-12-28 11:31:00,125.3499,125.41,125.3438,125.41,125.41,4581.0
2020-12-28 11:32:00,125.41,125.41,125.35,125.35,125.35,6715.0
2020-12-28 11:33:00,125.35,125.36,125.32,125.345,125.345,7285.0
2020-12-28 11:34:00,125.3387,125.3768,125.3122,125.3122,125.3122,4147.0
2020-12-28 11:35:00,125.31,125.39,125.28,125.365,125.365,7435.0
2020-12-28 11:36:00,125.3741,125.3741,125.2818,125.315,125.315,3890.0
2020-12-28 11:37:00,125.32,125.4049,125.305,125.39,125.39,4849.0
2020-12-28 11:38:00,125.38,125.38,125.34,125.38,125.38,4960.0
2020-12-28 11:39:00,125.395,125.43,125.37,125.43,125.43,5088.0
2020-12-28 11:40:00,125.42,125.425,125.38,125.41,125.41,4767.0
2020-12-28 11:41:00,125.41,125.4102,125.36,125.39,125.39,5798.0
2020-12-28 11:42:00,125.38,125.41,125.26,125.26,125.26,11670.0
2020-12-28 11:43:00,125.27,125.2723,125.14,125.16,125.16,11040.0
2020-12-28 11:44:00,125.15,125.15,125.06,125.06,125.06,6948.0
2020-12-28 11:45:00,125.08,125.22,125.07,125.22,125.22,5508.0
2020-12-28 11:46:00,125.22,125.22,125.13,125.22,125.22,10907.0
2020-12-28 11:47:00,125.21,125.32,125.18,125.18,125.18,14094.0
2020-12-28 11:48:00,125.18,125.25,125.15,125.245,125.245,14039.0
2020-12-28 11:49:00,125.22,125.34,125.22,125.3074,125.3074,3134.0
2020-12-28 11:50:00,125.29,125.37,125.29,125.37,125.37,3247.0
2020-12-28 11:51:00,125.39,125.4167,125.3401,125.36,125.36,7041.0
2020-12-28 11:52:00,125.36,125.41,125.355,125.41,125.41,2336.0
2020-12-28 11:53:00,125.45,125.45,125.35,125.36,125.36,3903.0
2020-12-28 11:54:00,125.34,125.35,125.31,125.347,125.347,2394.0
2020-12-28 11:55:00,125.32,125.3405,125.29,125.3,125.3,5664.0
2020-12-28 11:56:00,125.2908,125.2908,125.215,125.23,125.23,2712.0
2020-12-28 11:57:00,125.23,125.23,125.06,125.13,125.13,9716.0
2020-12-28 11:58:00,125.13,125.16,125.1,125.1132,125.1132,5722.0
2020-12-28 11:59:00,125.12,125.14,125.07,125.1,125.1,4694.0
2020-12-28 12:00:00,125.1,125.16,125.06,125.16,125.16,6665.0
2020-12-28 12:01:00,125.1475,125.24,125.1475,125.1601,125.1601,3337.0
2020-12-28 12:02:00,125.21,125.27,125.1663,125.2354,125.2354,3614.0
2020-12-28 12:03:00,125.25,125.2694,125.2001,125.2465,125.2465,3102.0
2020-12-28 12:04:00,125.27,125.27,125.24,125.2472,125.2472,2346.0
2020-12-28 12:05:00,125.24,125.29,125.24,125.27,125.27,3550.0
2020-12-28 12:06:00,125.24,125.26,125.221,125.2494,125.2494,4157.0
2020-12-28 12:07:00,125.255,125.28,125.24,125.28,125.28,5505.0
2020-12-28 12:08:00,125.2524,125.27,125.1848,125.2,125.2,5052.0
2020-12-28 12:09:00,125.21,125.21,125.15,125.17,125.17,3224.0
2020-12-28 12:10:00,125.185,125.2,125.1769,125.1913,125.1913,2311.0
2020-12-28 12:11:00,125.2,125.24,125.2,125.24,125.24,2664.0
2020-12-28 12:12:00,125.24,125.24,125.19,125.19,125.19,6371.0
2020-12-28 12:13:00,125.171,125.18,125.151,125.16,125.16,4158.0
2020-12-28 12:14:00,125.16,125.17,125.12,125.12,125.12,3771.0
2020-12-28 12:15:00,125.12,125.14,125.1001,125.13,125.13,2748.0
2020-12-28 12:16:00,125.124,125.1467,125.12,125.1467,125.1467,4792.0
2020-12-28 12:17:00,125.13,125.1414,125.11,125.125,125.125,3880.0
2020-12-28 12:18:00,125.1,125.12,125.0913,125.0913,125.0913,1862.0
2020-12-28 12:19:00,125.09,125.1,125.07,125.1,125.1,4190.0
2020-12-28 12:20:00,125.1,125.16,125.1,125.16,125.16,7545.0
2020-12-28 12:21:00,125.15,125.15,125.085,125.085,125.085,3782.0
2020-12-28 12:22:00,125.085,125.11,125.04,125.0457,125.0457,5940.0
2020-12-28 12:23:00,125.04,125.04,124.9774,125.004,125.004,16894.0
2020-12-28 12:24:00,125.0127,125.08,125.0001,125.08,125.08,3299.0
2020-12-28 12:25:00,125.09,125.09,125.03,125.045,125.045,2926.0
2020-12-28 12:26:00,125.03,125.06,125.025,125.0254,125.0254,2363.0
2020-12-28 12:27:00,125.03,125.07,125.01,125.07,125.07,3979.0
2020-12-28 12:28:00,125.07,125.11,125.07,125.08,125.08,6233.0
2020-12-28 12:29:00,125.06,125.08,125.04,125.0451,125.0451,3226.0
2020-12-28 12:30:00,125.06,125.1,125.0492,125.05,125.05,5192.0
2020-12-28 12:31:00,125.06,125.1,125.05,125.1,125.1,2134.0
2020-12-28 12:32:00,125.1022,125.15,125.09,125.1212,125.1212,3492.0
2020-12-28 12:33:00,125.1254,125.13,125.12,125.13,125.13,2036.0
2020-12-28 12:34:00,125.12,125.12,125.07,125.0951,125.0951,3636.0
2020-12-28 12:35:00,125.09,125.09,125.04,125.0524,125.0524,3086.0
2020-12-28 12:36:00,125.045,125.09,125.0382,125.09,125.09,2281.0
2020-12-28 12:37:00,125.075,125.09,125.075,125.075,125.075,3659.0
2020-12-28 12:38:00,125.06,125.07,125.04,125.04,125.04,2879.0
2020-12-28 12:39:00,125.045,125.045,125.025,125.025,125.025,988.0
2020-12-28 12:40:00,125.04,125.0678,125.01,125.05,125.05,2696.0
2020-12-28 12:41:00,125.0572,125.12,125.0572,125.115,125.115,6034.0
2020-12-28 12:42:00,125.12,125.14,125.0462,125.06,125.06,3793.0
2020-12-28 12:43:00,125.08,125.08,125.04,125.07,125.07,2790.0
2020-12-28 12:44:00,125.07,125.085,125.0,125.0315,125.0315,17508.0
2020-12-28 12:45:00,125.02,125.07,125.0192,125.05,125.05,4882.0
2020-12-28 12:46:00,125.05,125.08,125.05,125.08,125.08,2347.0
2020-12-28 12:47:00,125.0701,125.12,125.0701,125.0919,125.0919,3293.0
2020-12-28 12:48:00,125.09,125.0994,125.0308,125.0308,125.0308,5070.0
2020-12-28 12:49:00,125.025,125.07,125.01,125.07,125.07,4000.0
2020-12-28 12:50:00,125.065,125.085,125.04,125.07,125.07,2847.0
2020-12-28 12:51:00,125.06,125.06,125.02,125.03,125.03,2325.0
2020-12-28 12:52:00,125.03,125.09,125.03,125.05,125.05,5342.0
2020-12-28 12:53:00,125.0512,125.08,125.0418,125.06,125.06,2027.0
2020-12-28 12:54:00,125.04,125.0401,125.03,125.03,125.03,4870.0
2020-12-28 12:55:00,125.03,125.08,125.021,125.07,125.07,6907.0
2020-12-28 12:56:00,125.08,125.08,124.95,124.9631,124.9631,10841.0
2020-12-28 12:57:00,124.9713,125.0,124.9,124.93,124.93,7930.0
2020-12-28 12:58:00,124.92,124.92,124.85,124.88,124.88,2137.0
2020-12-28 12:59:00,124.9,124.92,124.88,124.9199,124.9199,5754.0
2020-12-28 13:00:00,124.915,124.915,124.84,124.88,124.88,10052.0
2020-12-28 13:01:00,124.8702,124.917,124.85,124.85,124.85,4011.0
2020-12-28 13:02:00,124.8655,124.8748,124.85,124.8732,124.8732,4489.0
2020-12-28 13:03:00,124.88,124.9478,124.88,124.91,124.91,5315.0
2020-12-28 13:04:00,124.92,124.92,124.88,124.9,124.9,6039.0
2020-12-28 13:05:00,124.9,124.92,124.9,124.92,124.92,1914.0
2020-12-28 13:06:00,124.92,124.9815,124.9122,124.9815,124.9815,4625.0
2020-12-28 13:07:00,124.985,125.006,124.94,124.97,124.97,5963.0
2020-12-28 13:08:00,124.9483,124.975,124.9483,124.975,124.975,8097.0
2020-12-28 13:09:00,124.98,124.98,124.92,124.97,124.97,4676.0
2020-12-28 13:10:00,124.96,124.98,124.93,124.93,124.93,2554.0
2020-12-28 13:11:00,124.92,124.98,124.92,124.98,124.98,8952.0
2020-12-28 13:12:00,124.98,125.005,124.965,125.005,125.005,4506.0
2020-12-28 13:13:00,125.005,125.02,124.98,125.02,125.02,7724.0
2020-12-28 13:14:00,125.03,125.0919,125.0217,125.0919,125.0919,3559.0
2020-12-28 13:15:00,125.1,125.19,125.1,125.17,125.17,6759.0
2020-12-28 13:16:00,125.18,125.2,125.13,125.15,125.15,10389.0
2020-12-28 13:17:00,125.15,125.15,125.125,125.133,125.133,2175.0
2020-12-28 13:18:00,125.14,125.16,125.1,125.1,125.1,4172.0
2020-12-28 13:19:00,125.083,125.13,125.083,125.13,125.13,2377.0
2020-12-28 13:20:00,125.135,125.15,125.1293,125.14,125.14,2304.0
2020-12-28 13:21:00,125.13,125.13,125.0476,125.0476,125.0476,4040.0
2020-12-28 13:22:00,125.0538,125.07,125.03,125.0399,125.0399,5675.0
2020-12-28 13:23:00,125.035,125.0501,125.01,125.025,125.025,3724.0
2020-12-28 13:24:00,125.0152,125.025,124.98,124.98,124.98,2793.0
2020-12-28 13:25:00,124.965,124.99,124.94,124.99,124.99,4618.0
2020-12-28 13:26:00,125.0,125.01,124.954,124.9842,124.9842,4662.0
2020-12-28 13:27:00,124.9804,125.03,124.9804,125.03,125.03,2401.0
2020-12-28 13:28:00,125.0333,125.06,125.0,125.0,125.0,8333.0
2020-12-28 13:29:00,124.992,125.0,124.95,124.965,124.965,5371.0
2020-12-28 13:30:00,124.97,124.98,124.88,124.905,124.905,6013.0
2020-12-28 13:31:00,124.895,124.91,124.8609,124.91,124.91,3172.0
2020-12-28 13:32:00,124.9,124.9199,124.885,124.9199,124.9199,2499.0
2020-12-28 13:33:00,124.91,124.96,124.87,124.952,124.952,4888.0
2020-12-28 13:34:00,124.9501,124.9501,124.89,124.92,124.92,6690.0
2020-12-28 13:35:00,124.915,124.94,124.915,124.9221,124.9221,2300.0
2020-12-28 13:36:00,124.94,124.97,124.89,124.945,124.945,13182.0
2020-12-28 13:37:00,124.94,124.98,124.94,124.9798,124.9798,3049.0
2020-12-28 13:38:00,124.9815,125.025,124.95,125.025,125.025,5705.0
2020-12-28 13:39:00,125.041,125.041,125.01,125.0154,125.0154,5025.0
2020-12-28 13:40:00,125.0,125.01,124.99,125.01,125.01,2809.0
2020-12-28 13:41:00,125.01,125.016,124.9901,125.0,125.0,2930.0
2020-12-28 13:42:00,125.0,125.01,124.99,124.99,124.99,2635.0
2020-12-28 13:43:00,124.99,124.99,124.95,124.98,124.98,6613.0
2020-12-28 13:44:00,124.98,125.02,124.98,125.0179,125.0179,3049.0
2020-12-28 13:45:00,125.015,125.02,125.0,125.0,125.0,4904.0
2020-12-28 13:46:00,124.99,124.99,124.95,124.96,124.96,5735.0
2020-12-28 13:47:00,124.95,124.96,124.95,124.96,124.96,1577.0
2020-12-28 13:48:00,124.9603,124.9603,124.94,124.95,124.95,5877.0
2020-12-28 13:49:00,124.93,124.94,124.91,124.93,124.93,2305.0
2020-12-28 13:50:00,124.94,124.95,124.915,124.92,124.92,2817.0
2020-12-28 13:51:00,124.93,124.93,124.89,124.89,124.89,2615.0
2020-12-28 13:52:00,124.88,124.88,124.855,124.8571,124.8571,3406.0
2020-12-28 13:53:00,124.85,124.9113,124.8322,124.905,124.905,4223.0
2020-12-28 13:54:00,124.9,124.905,124.8852,124.8852,124.8852,5270.0
2020-12-28 13:55:00,124.89,124.905,124.8688,124.8688,124.8688,6011.0
2020-12-28 13:56:00,124.87,124.88,124.86,124.88,124.88,1828.0
2020-12-28 13:57:00,124.88,124.92,124.88,124.91,124.91,3422.0
2020-12-28 13:58:00,124.9022,124.91,124.86,124.87,124.87,2255.0
2020-12-28 13:59:00,124.87,124.91,124.87,124.89,124.89,4587.0
2020-12-28 14:00:00,124.9,124.9269,124.875,124.875,124.875,3896.0
2020-12-28 14:01:00,124.89,124.89,124.85,124.8714,124.8714,43117.0
2020-12-28 14:02:00,124.87,124.87,124.78,124.78,124.78,10684.0
2020-12-28 14:03:00,124.76,124.83,124.75,124.81,124.81,5808.0
2020-12-28 14:04:00,124.81,124.8146,124.78,124.78,124.78,2597.0
2020-12-28 14:05:00,124.78,124.8,124.77,124.8,124.8,3989.0
2020-12-28 14:06:00,124.807,124.8478,124.7845,124.84,124.84,3142.0
2020-12-28 14:07:00,124.84,124.861,124.84,124.86,124.86,4453.0
2020-12-28 14:08:00,124.8673,124.8673,124.82,124.8363,124.8363,2504.0
2020-12-28 14:09:00,124.83,124.83,124.785,124.785,124.785,4261.0
2020-12-28 14:10:00,124.7701,124.7701,124.72,124.73,124.73,3575.0
2020-12-28 14:11:00,124.73,124.76,124.73,124.735,124.735,4263.0
2020-12-28 14:12:00,124.75,124.79,124.75,124.79,124.79,1821.0
2020-12-28 14:13:00,124.79,124.79,124.7201,124.7201,124.7201,5703.0
2020-12-28 14:14:00,124.7337,124.82,124.7337,124.82,124.82,3092.0
2020-12-28 14:15:00,124.815,124.815,124.78,124.78,124.78,4682.0
2020-12-28 14:16:00,124.7725,124.81,124.7725,124.78,124.78,6018.0
2020-12-28 14:17:00,124.78,124.811,124.75,124.7858,124.7858,7759.0
2020-12-28 14:18:00,124.79,124.82,124.775,124.81,124.81,5608.0
2020-12-28 14:19:00,124.81,124.845,124.8,124.8344,124.8344,3869.0
2020-12-28 14:20:00,124.82,124.82,124.775,124.78,124.78,3055.0
2020-12-28 14:21:00,124.79,124.82,124.7822,124.79,124.79,5159.0
2020-12-28 14:22:00,124.79,124.8005,124.78,124.785,124.785,4373.0
2020-12-28 14:23:00,124.785,124.785,124.71,124.72,124.72,11922.0
2020-12-28 14:24:00,124.7125,124.74,124.695,124.73,124.73,6338.0
2020-12-28 14:25:00,124.72,124.79,124.72,124.788,124.788,3457.0
2020-12-28 14:26:00,124.799,124.8,124.75,124.75,124.75,3097.0
2020-12-28 14:27:00,124.76,124.77,124.76,124.77,124.77,1487.0
2020-12-28 14:28:00,124.7709,124.7709,124.75,124.75,124.75,6790.0
2020-12-28 14:29:00,124.75,124.77,124.74,124.7614,124.7614,4148.0
2020-12-28 14:30:00,124.78,124.81,124.77,124.8,124.8,4379.0
2020-12-28 14:31:00,124.79,124.805,124.77,124.78,124.78,5990.0
2020-12-28 14:32:00,124.77,124.771,124.73,124.73,124.73,8821.0
2020-12-28 14:33:00,124.73,124.754,124.71,124.75,124.75,2558.0
2020-12-28 14:34:00,124.76,124.77,124.75,124.7511,124.7511,2764.0
2020-12-28 14:35:00,124.755,124.785,124.755,124.761,124.761,4747.0
2020-12-28 14:36:00,124.765,124.79,124.7636,124.79,124.79,3268.0
2020-12-28 14:37:00,124.78,124.7917,124.77,124.79,124.79,6675.0
2020-12-28 14:38:00,124.79,124.81,124.77,124.77,124.77,3507.0
2020-12-28 14:39:00,124.795,124.7955,124.778,124.778,124.778,2238.0
2020-12-28 14:40:00,124.78,124.82,124.77,124.79,124.79,5091.0
2020-12-28 14:41:00,124.7866,124.8,124.78,124.7901,124.7901,1786.0
2020-12-28 14:42:00,124.795,124.8,124.79,124.795,124.795,2593.0
2020-12-28 14:43:00,124.8,124.86,124.795,124.857,124.857,6696.0
2020-12-28 14:44:00,124.85,124.88,124.85,124.86,124.86,6644.0
2020-12-28 14:45:00,124.87,124.88,124.83,124.83,124.83,13495.0
2020-12-28 14:46:00,124.83,124.85,124.82,124.85,124.85,5125.0
2020-12-28 14:47:00,124.85,124.87,124.83,124.87,124.87,3112.0
2020-12-28 14:48:00,124.86,124.9201,124.86,124.9,124.9,5804.0
2020-12-28 14:49:00,124.91,124.91,124.8621,124.88,124.88,4961.0
2020-12-28 14:50:00,124.89,124.9,124.89,124.9,124.9,4072.0
2020-12-28 14:51:00,124.91,124.91,124.84,124.85,124.85,6979.0
2020-12-28 14:52:00,124.8422,124.88,124.84,124.86,124.86,3267.0
2020-12-28 14:53:00,124.87,124.88,124.82,124.8354,124.8354,9877.0
2020-12-28 14:54:00,124.84,124.89,124.84,124.87,124.87,5472.0
2020-12-28 14:55:00,124.865,124.87,124.835,124.835,124.835,4574.0
2020-12-28 14:56:00,124.84,124.86,124.8,124.82,124.82,6121.0
2020-12-28 14:57:00,124.81,124.835,124.805,124.81,124.81,3312.0
2020-12-28 14:58:00,124.81,124.81,124.78,124.8,124.8,2811.0
2020-12-28 14:59:00,124.81,124.82,124.74,124.74,124.74,7574.0
2020-12-28 15:00:00,124.76,124.78,124.74,124.74,124.74,3674.0
2020-12-28 15:01:00,124.74,124.74,124.6963,124.7,124.7,6220.0
2020-12-28 15:02:00,124.71,124.71,124.6911,124.7,124.7,4589.0
2020-12-28 15:03:00,124.7,124.71,124.6916,124.7,124.7,2057.0
2020-12-28 15:04:00,124.7,124.7,124.64,124.6919,124.6919,20232.0
2020-12-28 15:05:00,124.69,124.69,124.62,124.65,124.65,3717.0
2020-12-28 15:06:00,124.64,124.6404,124.6374,124.64,124.64,1631.0
2020-12-28 15:07:00,124.65,124.67,124.6,124.6,124.6,8343.0
2020-12-28 15:08:00,124.605,124.63,124.5872,124.595,124.595,4345.0
2020-12-28 15:09:00,124.59,124.59,124.56,124.5678,124.5678,3362.0
2020-12-28 15:10:00,124.55,124.55,124.51,124.531,124.531,6501.0
2020-12-28 15:11:00,124.54,124.5481,124.52,124.53,124.53,4596.0
2020-12-28 15:12:00,124.535,124.58,124.53,124.58,124.58,8299.0
2020-12-28 15:13:00,124.5601,124.59,124.56,124.59,124.59,13590.0
2020-12-28 15:14:00,124.59,124.59,124.55,124.55,124.55,5431.0
2020-12-28 15:15:00,124.55,124.5778,124.5489,124.5718,124.5718,5815.0
